epoch;loss;accuracy;recall;precision;miou;f1_score;auc;auc_pr;val_loss;val_accuracy;val_recall;val_precision;val_miou;val_f1_score;val_auc;val_auc_pr
1;0.7926349639892578;0.7086582183837891;0.5710217356681824;0.8298823833465576;0.3751021921634674;0.6509996056556702;0.8975119590759277;0.8005321025848389;0.5147396922111511;0.790139377117157;0.7102632522583008;0.8713269233703613;0.3755308985710144;0.7824689745903015;0.9559825658798218;0.9017703533172607
2;0.40269559621810913;0.8311333656311035;0.7988459467887878;0.8670868277549744;0.37514573335647583;0.8314293026924133;0.9718192219734192;0.9322171807289124;0.40451544523239136;0.8350881934165955;0.8027130961418152;0.8695825338363647;0.37522459030151367;0.8346844911575317;0.972000777721405;0.933445930480957
3;0.37683090567588806;0.8385341167449951;0.8085219264030457;0.8718786239624023;0.3751477003097534;0.8389207124710083;0.9747474789619446;0.9380242228507996;0.35329633951187134;0.8405470848083496;0.8125820159912109;0.8756067752838135;0.37510883808135986;0.8427018523216248;0.9775102138519287;0.9434512257575989
4;0.36046022176742554;0.8445005416870117;0.8160337805747986;0.87604820728302;0.3751125931739807;0.8449110388755798;0.9766977429389954;0.9421568512916565;0.3552223742008209;0.8490492105484009;0.8181216716766357;0.8823713064193726;0.3750169277191162;0.8489102125167847;0.9783015251159668;0.946575939655304
5;0.33828625082969666;0.8536750078201294;0.8285551071166992;0.8797196745872498;0.37510746717453003;0.8533167243003845;0.9791951179504395;0.9474548101425171;0.34529000520706177;0.8428109884262085;0.821304440498352;0.8668661713600159;0.37504124641418457;0.8433261513710022;0.9777951240539551;0.943163275718689
6;0.32068321108818054;0.8611580729484558;0.8400169610977173;0.8818479180335999;0.375088095664978;0.8603631258010864;0.9810565710067749;0.9513235092163086;0.3148183822631836;0.8624927997589111;0.8356450200080872;0.8881507515907288;0.3752340078353882;0.8610091805458069;0.9822317957878113;0.9538102746009827
7;0.30299460887908936;0.8690692186355591;0.8515056371688843;0.8862755298614502;0.3750837445259094;0.8685014843940735;0.9830113649368286;0.9557963609695435;0.34004923701286316;0.8381756544113159;0.8209086060523987;0.8552869558334351;0.37505826354026794;0.8377248644828796;0.9782111644744873;0.9430335760116577
8;0.29535189270973206;0.8737486600875854;0.8574151396751404;0.8898898959159851;0.37511885166168213;0.8732942938804626;0.9839050769805908;0.958095371723175;0.3114018738269806;0.8600150942802429;0.8460827469825745;0.8761618137359619;0.3751473128795624;0.8607577085494995;0.9820317625999451;0.953830361366272
9;0.283211886882782;0.8786698579788208;0.8641130924224854;0.893109917640686;0.37509915232658386;0.8783301711082458;0.9851216673851013;0.9609943628311157;0.2865062654018402;0.8784013986587524;0.8652394413948059;0.8921377658843994;0.3751346170902252;0.8784454464912415;0.9848503470420837;0.9603224992752075
10;0.2761605978012085;0.8809859156608582;0.8675464987754822;0.8943743109703064;0.3751112222671509;0.8807233572006226;0.9857698082923889;0.9625135660171509;0.3037916421890259;0.8709791898727417;0.8592081069946289;0.8848917484283447;0.37501344084739685;0.8718021512031555;0.9833589196205139;0.9568133354187012
11;0.26279568672180176;0.8878854513168335;0.8759890198707581;0.8999453783035278;0.37509793043136597;0.8877695798873901;0.9870755672454834;0.9658975601196289;0.4022340178489685;0.8074041604995728;0.7841870784759521;0.8313369154930115;0.3750355839729309;0.806995153427124;0.9705907106399536;0.9270002245903015
12;0.25557035207748413;0.891762375831604;0.8805791139602661;0.9030172228813171;0.3750927448272705;0.8916202783584595;0.9877280592918396;0.9675659537315369;0.3246537148952484;0.844974160194397;0.8317545652389526;0.857803225517273;0.3750286400318146;0.8445326089859009;0.9803363680839539;0.9487903118133545
13;0.2480010837316513;0.8954418897628784;0.8853226900100708;0.9058129787445068;0.37510421872138977;0.8954211473464966;0.9884569048881531;0.96949303150177;0.34313300251960754;0.8541868329048157;0.840190052986145;0.8696289658546448;0.3751353919506073;0.854600727558136;0.9787593483924866;0.9470765590667725
14;0.2272455394268036;0.9054746627807617;0.8960565328598022;0.915018618106842;0.3750784397125244;0.9054025411605835;0.9903126955032349;0.9741456508636475;0.31395241618156433;0.8738923668861389;0.8644630312919617;0.8843153119087219;0.37508320808410645;0.8742331862449646;0.9827213883399963;0.9557044506072998
15;0.2273794561624527;0.904879093170166;0.8963184952735901;0.9137002825737;0.37509071826934814;0.9048947095870972;0.990214467048645;0.9739914536476135;0.32029685378074646;0.8567060232162476;0.8463059663772583;0.86824631690979;0.37510746717453003;0.8571019172668457;0.9808998703956604;0.9506667852401733
