epoch;loss;accuracy;recall;precision;miou;f1_score;auc;auc_pr;val_loss;val_accuracy;val_recall;val_precision;val_miou;val_f1_score;val_auc;val_auc_pr
1;0.7032095193862915;0.7267903685569763;0.6375406980514526;0.8055347204208374;0.37734031677246094;0.7048640251159668;0.9167037010192871;0.8298416137695312;0.6514573097229004;0.7288802862167358;0.6598623394966125;0.8038144707679749;0.3755165636539459;0.7247923016548157;0.9311122298240662;0.8557981848716736
2;0.4432528614997864;0.8192693591117859;0.7824968695640564;0.8560007810592651;0.37939509749412537;0.8173368573188782;0.9660763144493103;0.9206153750419617;0.5332885384559631;0.7761512398719788;0.6936447620391846;0.8666315078735352;0.3760738670825958;0.7704880237579346;0.9518284797668457;0.895264208316803
3;0.38514310121536255;0.8358304500579834;0.8073627948760986;0.8663514256477356;0.37834134697914124;0.8356754183769226;0.9735450744628906;0.9351438879966736;0.4282549023628235;0.8109439611434937;0.7716444134712219;0.8546039462089539;0.3762492835521698;0.8108795285224915;0.9679901003837585;0.923009991645813
4;0.35237953066825867;0.8498892784118652;0.8264985084533691;0.8733131289482117;0.3798656761646271;0.8491834998130798;0.9773896336555481;0.9429424405097961;0.33307263255119324;0.856473445892334;0.8400063514709473;0.8714950084686279;0.3785395920276642;0.8554021120071411;0.9796721339225769;0.9467468857765198
5;0.3343069553375244;0.8545719385147095;0.8329506516456604;0.8756796717643738;0.38221099972724915;0.8536548614501953;0.9793151021003723;0.9468052983283997;0.3273927569389343;0.8497158885002136;0.8351190090179443;0.8648185729980469;0.38178616762161255;0.849643349647522;0.979498028755188;0.9465302228927612
6;0.3219691812992096;0.8604592680931091;0.8418093919754028;0.8786425590515137;0.3827219009399414;0.8597813248634338;0.98069828748703;0.9499935507774353;0.32651329040527344;0.8413389325141907;0.8223089575767517;0.8605259656906128;0.38571345806121826;0.8409214019775391;0.9790962338447571;0.9450516104698181
7;0.31339192390441895;0.8644395470619202;0.846924364566803;0.8816011548042297;0.3845348358154297;0.8638367056846619;0.9817227125167847;0.9525150060653687;0.40743109583854675;0.8062506914138794;0.7828043699264526;0.8340594172477722;0.3815261423587799;0.8075313568115234;0.9702446460723877;0.925745964050293
8;0.30685535073280334;0.8686909675598145;0.8516250252723694;0.8858169317245483;0.385661244392395;0.8683152198791504;0.9825406670570374;0.9544878005981445;0.3655129671096802;0.8285844326019287;0.8099555373191833;0.8505693674087524;0.4005701243877411;0.8296571969985962;0.9753814935684204;0.9374889135360718
9;0.30175885558128357;0.8700825572013855;0.8542534708976746;0.8861538767814636;0.38597264885902405;0.8698495030403137;0.9830409288406372;0.9556904435157776;0.3219168782234192;0.8489413261413574;0.8312705755233765;0.8665144443511963;0.38649532198905945;0.8484725952148438;0.9798183441162109;0.9468978643417358
10;0.290574312210083;0.8771014213562012;0.8623818159103394;0.8921605348587036;0.3861367404460907;0.8769678473472595;0.9843278527259827;0.9590295553207397;0.3371369540691376;0.85198974609375;0.8392376899719238;0.8667811155319214;0.3849276304244995;0.8527346253395081;0.9792411923408508;0.9464046955108643
11;0.29109153151512146;0.8774111866950989;0.861989438533783;0.8929315805435181;0.3878161311149597;0.877142071723938;0.984316349029541;0.9589387774467468;0.3835532069206238;0.8415600061416626;0.8304451704025269;0.8549766540527344;0.3903241753578186;0.8424757719039917;0.9757153391838074;0.9382119178771973
12;0.28519099950790405;0.8789780139923096;0.8645515441894531;0.8941472768783569;0.38852250576019287;0.8790314793586731;0.9848934412002563;0.9604858160018921;0.35595467686653137;0.8521453142166138;0.8422768712043762;0.8649020195007324;0.3912965953350067;0.8533210754394531;0.9789908528327942;0.9465661644935608
13;0.2767854928970337;0.8858941793441772;0.8722600936889648;0.8997694253921509;0.3898507058620453;0.8857693076133728;0.9857789278030396;0.9626960754394531;0.3505518138408661;0.8487358093261719;0.8372836112976074;0.8619527220726013;0.39415156841278076;0.8493781685829163;0.9786695241928101;0.9450266361236572
14;0.2726311683654785;0.8863394260406494;0.8732407093048096;0.8998831510543823;0.3907490670681;0.8863224983215332;0.9861504435539246;0.9635034799575806;0.3276291489601135;0.8532645106315613;0.8396394848823547;0.8690735101699829;0.3973093330860138;0.8540191054344177;0.9803001284599304;0.9486832618713379
15;0.26827096939086914;0.8893444538116455;0.8766428828239441;0.9024715423583984;0.3923009932041168;0.8893202543258667;0.9866154789924622;0.9648642539978027;0.37554171681404114;0.8330873250961304;0.8219630718231201;0.8461611866950989;0.3870796859264374;0.8338375091552734;0.9760057926177979;0.9379570484161377
