epoch;loss;accuracy;recall;precision;miou;f1_score;auc;auc_pr;val_loss;val_accuracy;val_recall;val_precision;val_miou;val_f1_score;val_auc;val_auc_pr
1;0.89217609167099;0.6586589813232422;0.5281330943107605;0.7880105376243591;0.37514448165893555;0.6049719452857971;0.8684703707695007;0.7491714358329773;0.5298409461975098;0.7875550389289856;0.7109213471412659;0.8575515747070312;0.37531712651252747;0.7771835923194885;0.9548409581184387;0.898776650428772
2;0.4359549283981323;0.8167551755905151;0.7861919403076172;0.8495408892631531;0.3753593862056732;0.8165349364280701;0.9673339128494263;0.9221847057342529;0.3950497806072235;0.843398928642273;0.7945495843887329;0.8898422718048096;0.3751559257507324;0.8392919898033142;0.9755865931510925;0.9404929876327515
3;0.3978801667690277;0.8319876790046692;0.8043779730796814;0.8623668551445007;0.3753679394721985;0.8322535157203674;0.9722629189491272;0.9324439764022827;0.34523001313209534;0.8454927206039429;0.8220818042755127;0.8728736639022827;0.3756095767021179;0.8465842604637146;0.9784336090087891;0.9454922676086426
4;0.3821747601032257;0.8319683074951172;0.8047497868537903;0.862088143825531;0.3753701150417328;0.832350492477417;0.9738566875457764;0.9352400302886963;0.3824050724506378;0.8397870063781738;0.8178950548171997;0.8640944361686707;0.3750871419906616;0.8402968049049377;0.9745046496391296;0.93812495470047
5;0.3648381531238556;0.843360424041748;0.8192312717437744;0.8707209229469299;0.37540316581726074;0.8441287875175476;0.9761478900909424;0.94066321849823;0.3270798325538635;0.8519368171691895;0.8290014266967773;0.8781954646110535;0.3752778470516205;0.8527883291244507;0.9805212616920471;0.9499863386154175
6;0.3609278202056885;0.8399268388748169;0.8142592310905457;0.8682454824447632;0.3753698468208313;0.840307354927063;0.9762997031211853;0.9404548406600952;0.32337507605552673;0.851015567779541;0.8303403854370117;0.8735204339027405;0.37522995471954346;0.8513253331184387;0.980416476726532;0.9500457048416138
7;0.3402947783470154;0.8530634641647339;0.8316535949707031;0.8752119541168213;0.3754393458366394;0.8528090715408325;0.978803813457489;0.9461413621902466;0.33676013350486755;0.8477003574371338;0.8292363882064819;0.8696618676185608;0.3753066956996918;0.8488630056381226;0.9792729616165161;0.9468961954116821
8;0.3265518248081207;0.8533547520637512;0.8345323801040649;0.871044397354126;0.3755234479904175;0.8523478507995605;0.9799047112464905;0.947830319404602;0.30653417110443115;0.8622471690177917;0.8475887179374695;0.8775243163108826;0.37511375546455383;0.8622533679008484;0.982807993888855;0.9556616544723511
9;0.3147076368331909;0.8603517413139343;0.844433605670929;0.8755798935890198;0.37558281421661377;0.859669029712677;0.9813422560691833;0.9511556029319763;0.288786917924881;0.8670912981033325;0.8474723100662231;0.8868106007575989;0.37548956274986267;0.866632342338562;0.9841508865356445;0.9582949280738831
10;0.30136436223983765;0.8651696443557739;0.8504409193992615;0.8790306448936462;0.3756398856639862;0.8644728660583496;0.9827040433883667;0.9544602632522583;0.2756771147251129;0.8736007213592529;0.8631690740585327;0.884846031665802;0.3758363127708435;0.8738425970077515;0.9855363368988037;0.9617035388946533
11;0.2994154393672943;0.8654929399490356;0.850579559803009;0.8801746368408203;0.3757023215293884;0.8651078343391418;0.9828963279724121;0.9548044800758362;0.2677198052406311;0.8804360628128052;0.8643419742584229;0.897968590259552;0.37595275044441223;0.880784273147583;0.9867376089096069;0.9647027254104614
12;0.2863985598087311;0.8730965256690979;0.8595025539398193;0.8863532543182373;0.3757094740867615;0.8726924657821655;0.9844416975975037;0.9589037299156189;0.2984625995159149;0.8566698431968689;0.8362047672271729;0.8759540915489197;0.3759698271751404;0.8555924296379089;0.9824672341346741;0.9534111618995667
13;0.2813136577606201;0.8746164441108704;0.8604938387870789;0.8887830376625061;0.37599653005599976;0.8743628859519958;0.9848935008049011;0.9599543809890747;0.2843688428401947;0.8723659515380859;0.845851719379425;0.8963364362716675;0.37546205520629883;0.8702793717384338;0.9848150014877319;0.9597854614257812
14;0.2709891200065613;0.8819619417190552;0.8689271211624146;0.8947295546531677;0.3758833408355713;0.881607711315155;0.9860921502113342;0.9631116390228271;0.2958449721336365;0.8813254833221436;0.8668827414512634;0.8991906046867371;0.37605634331703186;0.8826696872711182;0.9845784902572632;0.9611019492149353
15;0.2664395272731781;0.8845306634902954;0.8717525005340576;0.897610604763031;0.37615400552749634;0.8844552040100098;0.986560046672821;0.9643365144729614;0.2833494544029236;0.8836849927902222;0.8589926958084106;0.9071665406227112;0.37518465518951416;0.8823413252830505;0.9857304096221924;0.9628440737724304
16;0.2539975941181183;0.8904945254325867;0.8786019086837769;0.9022144675254822;0.3760091960430145;0.8902212977409363;0.9877477288246155;0.967301607131958;0.27059128880500793;0.8897795081138611;0.8768370747566223;0.9048371911048889;0.3759757876396179;0.8905461430549622;0.9866324663162231;0.9654494524002075
17;0.2526266574859619;0.8917440176010132;0.8800316452980042;0.903725802898407;0.37621453404426575;0.8916996717453003;0.9878851771354675;0.9677829742431641;0.2674037218093872;0.8860361576080322;0.8719707727432251;0.9004039764404297;0.3753141462802887;0.8859289288520813;0.9865140318870544;0.964580774307251
18;0.23510673642158508;0.9013262391090393;0.8911001682281494;0.9116564989089966;0.3761345446109772;0.9012361168861389;0.9894835948944092;0.9718612432479858;0.28907153010368347;0.8882118463516235;0.8768033981323242;0.9006962180137634;0.3764306902885437;0.888541579246521;0.984796404838562;0.9623831510543823
19;0.23372232913970947;0.9012017250061035;0.8906782865524292;0.9119912385940552;0.37644529342651367;0.9011764526367188;0.9896475076675415;0.9723470211029053;0.2729910612106323;0.8912928104400635;0.883003830909729;0.9007878303527832;0.37658268213272095;0.8917747139930725;0.986187756061554;0.9649662971496582
20;0.21576406061649323;0.9127304553985596;0.9036666750907898;0.9217908382415771;0.37650489807128906;0.912612795829773;0.9911321401596069;0.9762362837791443;0.4302871823310852;0.8622461557388306;0.8579141497612;0.8679689764976501;0.3787579834461212;0.8628840446472168;0.9752972722053528;0.9383131265640259
21;0.21207468211650848;0.9129572510719299;0.903923511505127;0.9222486019134521;0.3767690658569336;0.9129529595375061;0.9914509057998657;0.9771082401275635;0.2759588658809662;0.8864450454711914;0.8751171827316284;0.8984264731407166;0.37638625502586365;0.8865689635276794;0.9858900904655457;0.9630154967308044
22;0.19115370512008667;0.9239517450332642;0.9164124131202698;0.931609034538269;0.37673699855804443;0.9239258170127869;0.9930177330970764;0.9811719059944153;0.28690630197525024;0.893354594707489;0.8864039182662964;0.9010750651359558;0.3774566054344177;0.8936576247215271;0.9852234721183777;0.962084174156189
23;0.18042896687984467;0.9288479089736938;0.9219522476196289;0.9360065460205078;0.37693437933921814;0.9289031028747559;0.9936848878860474;0.9831239581108093;0.320988267660141;0.8689980506896973;0.8596497178077698;0.8792397379875183;0.37755417823791504;0.8693081140518188;0.9819384813308716;0.9538114070892334
24;0.16633017361164093;0.9359716773033142;0.9301187992095947;0.9420270323753357;0.37721872329711914;0.9360231161117554;0.9945785403251648;0.985371470451355;0.36864811182022095;0.8455104827880859;0.8380290269851685;0.8536551594734192;0.3770037889480591;0.8457550406455994;0.9784970283508301;0.9440862536430359
25;0.15707546472549438;0.9397808313369751;0.9343350529670715;0.9453843235969543;0.37728676199913025;0.939812183380127;0.9951484799385071;0.9869661331176758;0.33390122652053833;0.8834531903266907;0.877910852432251;0.8898255228996277;0.3764331340789795;0.8838029503822327;0.9814403057098389;0.9548768401145935
26;0.14835935831069946;0.9436315894126892;0.9389417171478271;0.9485468864440918;0.37754201889038086;0.943706750869751;0.9956265687942505;0.988279402256012;0.3323011100292206;0.882644772529602;0.8766159415245056;0.8893370628356934;0.3762909173965454;0.882919430732727;0.9822259545326233;0.9547830820083618
27;0.13157004117965698;0.950631856918335;0.9466574192047119;0.9547238945960999;0.37773674726486206;0.9506619572639465;0.9964984059333801;0.9905630350112915;0.46477124094963074;0.882298469543457;0.8795279860496521;0.8857837915420532;0.37871497869491577;0.8826141953468323;0.9705289602279663;0.9309325218200684
