epoch;accuracy;f1_score;iou;precision;recall;loss
1;0.7041857242584229;0.6565266251564026;0.37780269980430603;0.8093079328536987;0.5525466799736023;0.7415429949760437
2;0.7229677438735962;0.6968935132026672;0.3794059753417969;0.8330407738685608;0.5991970896720886;0.6890333294868469
3;0.7296736240386963;0.7089337110519409;0.38065260648727417;0.8350067734718323;0.6161052584648132;0.652306318283081
4;0.7391754388809204;0.7209571599960327;0.38085177540779114;0.834597110748291;0.6346864104270935;0.643786609172821
5;0.7446494102478027;0.7322375774383545;0.3808860778808594;0.8323161005973816;0.6537688374519348;0.6262596249580383
6;0.7425841093063354;0.7375237941741943;0.3854326903820038;0.799380898475647;0.6845880150794983;0.6239956021308899
7;0.7623050212860107;0.7517061233520508;0.3828052580356598;0.8267810940742493;0.6892435550689697;0.6027445197105408
8;0.7672332525253296;0.7579405307769775;0.38021373748779297;0.8538573980331421;0.6815226674079895;0.5622736811637878
9;0.7664303779602051;0.7532234191894531;0.3787732720375061;0.840006411075592;0.6827782392501831;0.5608853101730347
10;0.7572352290153503;0.7513568997383118;0.3805202841758728;0.7962414622306824;0.7113545536994934;0.6094974279403687
11;0.793633222579956;0.7807678580284119;0.37866395711898804;0.8627583384513855;0.7131850123405457;0.5034708976745605
12;0.7937569618225098;0.7868001461029053;0.3773277699947357;0.8489429354667664;0.7332892417907715;0.4963932931423187
13;0.8034039735794067;0.7986463308334351;0.37867677211761475;0.8616352677345276;0.744596004486084;0.4745379686355591
14;0.8112680315971375;0.8071840405464172;0.380161315202713;0.8606323003768921;0.7602334022521973;0.4644063413143158
15;0.7901046872138977;0.7894202470779419;0.38117045164108276;0.8193904757499695;0.7617568969726562;0.5302326679229736
16;0.7917196154594421;0.7852347493171692;0.377814918756485;0.8683134913444519;0.7171455025672913;0.5060871839523315
17;0.8205838203430176;0.8203802704811096;0.37832164764404297;0.8523257970809937;0.7909350991249084;0.4242038130760193
18;0.8208445310592651;0.8213542699813843;0.3767760992050171;0.8481783866882324;0.7963882088661194;0.4225119948387146
19;0.8324976563453674;0.8290127515792847;0.3762480616569519;0.8859878182411194;0.7792032957077026;0.398088663816452
20;0.8270102739334106;0.8274078965187073;0.37598878145217896;0.861054003238678;0.7965596318244934;0.3834255337715149
21;0.8293832540512085;0.8302004337310791;0.38057753443717957;0.847756028175354;0.8135767579078674;0.4062325954437256
22;0.8328588008880615;0.831791341304779;0.3766395151615143;0.8754979372024536;0.792546272277832;0.39004167914390564
23;0.8366247415542603;0.8381299376487732;0.3767088055610657;0.8596044182777405;0.8180148601531982;0.3756643235683441
24;0.8468723297119141;0.8471490144729614;0.37692728638648987;0.8780093789100647;0.8186118602752686;0.3455437123775482
25;0.8547203540802002;0.8525915741920471;0.376191645860672;0.8901073336601257;0.8183574676513672;0.33384862542152405
26;0.8500196933746338;0.8503729104995728;0.38117003440856934;0.8753090500831604;0.8270283341407776;0.3343486785888672
27;0.8533896207809448;0.8533363342285156;0.3770851194858551;0.8862183094024658;0.8230323791503906;0.33931323885917664
28;0.8577615022659302;0.8569921255111694;0.3808239698410034;0.8914592266082764;0.8253527879714966;0.31876522302627563
29;0.8655608892440796;0.8648624420166016;0.37704989314079285;0.8844720125198364;0.8462846875190735;0.29694247245788574
30;0.8718464970588684;0.869888424873352;0.37683409452438354;0.8949227929115295;0.8463886380195618;0.2947077453136444
31;0.8662738800048828;0.86527019739151;0.37613147497177124;0.8872837424278259;0.8444967269897461;0.2962735891342163
32;0.8682143688201904;0.866277813911438;0.3785019516944885;0.8978996276855469;0.8370662927627563;0.3055838942527771
33;0.8670068979263306;0.8663133978843689;0.3758717179298401;0.885266900062561;0.8483691811561584;0.2975596487522125
34;0.884441614151001;0.884139358997345;0.37692704796791077;0.9014837741851807;0.8676472902297974;0.26866579055786133
35;0.8876085877418518;0.8879398107528687;0.38925960659980774;0.9012250900268555;0.8751559853553772;0.26210084557533264
36;0.8725784420967102;0.8719437122344971;0.37683987617492676;0.8999167084693909;0.8458504676818848;0.30269724130630493
37;0.8725351095199585;0.8731067180633545;0.377326101064682;0.8851069808006287;0.8616206049919128;0.2785307765007019
38;0.892553985118866;0.8915420770645142;0.37781161069869995;0.9105914235115051;0.8733536005020142;0.2700137495994568
39;0.8958468437194824;0.8947182297706604;0.3788640797138214;0.913547694683075;0.876764178276062;0.2651878595352173
40;0.8848252296447754;0.8854764699935913;0.3835896849632263;0.8952945470809937;0.875984787940979;0.2561713457107544
41;0.8910300731658936;0.8911646008491516;0.3795333206653595;0.9023347496986389;0.8803597092628479;0.2669020891189575
42;0.8866824507713318;0.8870346546173096;0.3771091103553772;0.8969767093658447;0.8774392604827881;0.2760836184024811
43;0.8594421744346619;0.8595956563949585;0.39473986625671387;0.8824750781059265;0.8380242586135864;0.2989068031311035
44;0.8807297348976135;0.88088059425354;0.3766885995864868;0.8928305506706238;0.8693912029266357;0.2974430322647095
45;0.8777676820755005;0.8765796422958374;0.3788623809814453;0.8927470445632935;0.8610703945159912;0.2659330368041992
46;0.8900022506713867;0.8906505703926086;0.38089513778686523;0.9013094305992126;0.8803696632385254;0.26507002115249634
47;0.8854309320449829;0.8862566351890564;0.381320595741272;0.894325315952301;0.878449022769928;0.30820131301879883
48;0.888633131980896;0.8882453441619873;0.3789459466934204;0.9024625420570374;0.874550461769104;0.26992136240005493
49;0.8879649043083191;0.8878662586212158;0.3790079355239868;0.9007646441459656;0.8754664659500122;0.27608025074005127
50;0.8796237111091614;0.8792290091514587;0.38104450702667236;0.8946731686592102;0.8644013404846191;0.28779566287994385
