epoch;loss;accuracy;recall;precision;miou;f1_score;auc;auc_pr;val_loss;val_accuracy;val_recall;val_precision;val_miou;val_f1_score;val_auc;val_auc_pr
1;0.7195101976394653;0.7198125123977661;0.62361079454422;0.8063938617706299;0.3776654601097107;0.694815456867218;0.9128561019897461;0.8234212398529053;0.5802395343780518;0.7569247484207153;0.6672351360321045;0.8355118632316589;0.37656068801879883;0.741809070110321;0.9430748224258423;0.8742609024047852
2;0.44634947180747986;0.8179432153701782;0.777620792388916;0.858166515827179;0.379304975271225;0.8155474662780762;0.9655923247337341;0.9196780323982239;0.48149195313453674;0.8113089203834534;0.7135869860649109;0.8957064151763916;0.37680584192276;0.7941917181015015;0.9649574160575867;0.9185877442359924
3;0.39607760310173035;0.831934928894043;0.7980800271034241;0.866814911365509;0.3801131248474121;0.8308705687522888;0.971994161605835;0.9316914677619934;0.36982446908950806;0.8390394449234009;0.820669412612915;0.8636120557785034;0.37803471088409424;0.8414953947067261;0.9757563471794128;0.9401570558547974
4;0.3579723834991455;0.8469830751419067;0.817145824432373;0.8774111270904541;0.3806762099266052;0.8460947871208191;0.9767622947692871;0.941726803779602;0.3397892117500305;0.8503268957138062;0.8288542032241821;0.8711623549461365;0.38335883617401123;0.849405825138092;0.979130744934082;0.945892333984375
5;0.3402853310108185;0.8474729061126709;0.8224323391914368;0.8709832429885864;0.3826461732387543;0.8459421992301941;0.9783028364181519;0.9440207481384277;0.3521282374858856;0.8117742538452148;0.7834836840629578;0.8452153205871582;0.38456979393959045;0.8130475878715515;0.9752872586250305;0.9356939792633057
6;0.3218461275100708;0.8599648475646973;0.8390420079231262;0.8803906440734863;0.38493627309799194;0.8591622710227966;0.9807132482528687;0.9500511884689331;0.29029417037963867;0.8642746210098267;0.8486984372138977;0.8810271620750427;0.3797171711921692;0.8644935488700867;0.9842513799667358;0.9580700397491455
7;0.3164035975933075;0.8574289083480835;0.8376471400260925;0.8765867352485657;0.38624370098114014;0.8566071391105652;0.9810686707496643;0.950475811958313;0.32084038853645325;0.8427958488464355;0.8211859464645386;0.8697548508644104;0.38909271359443665;0.8446744084358215;0.9800377488136292;0.9483058452606201
8;0.3130241632461548;0.8623192310333252;0.8426722288131714;0.8813367486000061;0.388542503118515;0.8615241646766663;0.981650710105896;0.9521698951721191;0.29686179757118225;0.8629971742630005;0.8504247069358826;0.8770658373832703;0.3809530436992645;0.86348956823349;0.9837582111358643;0.9571402072906494
9;0.30305176973342896;0.865565836429596;0.8480363488197327;0.8830681443214417;0.3869546353816986;0.8651182651519775;0.982750415802002;0.9547809958457947;0.3321566879749298;0.8434041738510132;0.8071909546852112;0.8751338720321655;0.38209664821624756;0.8396684527397156;0.9791169166564941;0.9459078907966614
10;0.30915382504463196;0.863271951675415;0.8448297381401062;0.8816577792167664;0.39029890298843384;0.8628050088882446;0.9820034503936768;0.9528608322143555;0.2777363061904907;0.8705992698669434;0.8558534383773804;0.8856669664382935;0.39818036556243896;0.8704333901405334;0.9852200746536255;0.9604831337928772
