epoch;accuracy;f1_score;iou;precision;recall;loss
1;0.7417997121810913;0.7516494989395142;0.3754521310329437;0.838333249092102;0.6814566254615784;0.5907800197601318
2;0.8212496042251587;0.8207849264144897;0.3753845989704132;0.8586869239807129;0.7863392233848572;0.4469318687915802
3;0.8525882363319397;0.851960301399231;0.3753287196159363;0.8838025331497192;0.8223833441734314;0.34908169507980347
4;0.8416570425033569;0.8425232172012329;0.3753853142261505;0.8652441501617432;0.8210668563842773;0.4006447494029999
5;0.857952892780304;0.8567575812339783;0.37522536516189575;0.8908951282501221;0.8253108859062195;0.316830039024353
6;0.833561897277832;0.8362820744514465;0.3754820227622986;0.8705101609230042;0.8049609065055847;0.3749246895313263
7;0.849947988986969;0.8519054055213928;0.3753986656665802;0.876596987247467;0.8288310170173645;0.35657045245170593
8;0.8688900470733643;0.8692823648452759;0.3755788207054138;0.8803361058235168;0.85857754945755;0.28204602003097534
9;0.8908729553222656;0.8911980986595154;0.37551313638687134;0.9079297780990601;0.8751774430274963;0.2677801549434662
10;0.860934317111969;0.8591898083686829;0.37526795268058777;0.883575439453125;0.8362707495689392;0.29840657114982605
11;0.8831019997596741;0.8835319876670837;0.37531012296676636;0.8993411064147949;0.8684173822402954;0.2780953645706177
12;0.8501355051994324;0.8487840890884399;0.3761005401611328;0.8671514391899109;0.8313443660736084;0.30671191215515137
13;0.8342124223709106;0.8335294127464294;0.3764377236366272;0.8515924215316772;0.8163257837295532;0.32330790162086487
14;0.892803966999054;0.8920165300369263;0.3754853904247284;0.9079596996307373;0.8767407536506653;0.26280221343040466
15;0.8648056387901306;0.8642820119857788;0.375646710395813;0.8781701326370239;0.8509160280227661;0.28805169463157654
16;0.8844029903411865;0.8848968744277954;0.37562882900238037;0.8949300646781921;0.8752085566520691;0.319047749042511
17;0.8928537368774414;0.8927034735679626;0.3758009970188141;0.9035279750823975;0.8822021484375;0.2662079632282257
18;0.8672226667404175;0.8672072887420654;0.3756110668182373;0.8787165284156799;0.8560777902603149;0.3089475631713867
19;0.8854938745498657;0.8857617378234863;0.3772388696670532;0.8923096656799316;0.8793525695800781;0.3244069516658783
20;0.8902032971382141;0.8902501463890076;0.3762861490249634;0.8984084129333496;0.8823018074035645;0.30936846137046814
21;0.8280595541000366;0.8284336924552917;0.3764687478542328;0.8361102342605591;0.8209510445594788;0.3869991898536682
22;0.8825522065162659;0.8828045129776001;0.37617093324661255;0.888347327709198;0.8773705363273621;0.3465854227542877
23;0.8717045783996582;0.8719081878662109;0.37658753991127014;0.8786031007766724;0.8653907775878906;0.32491621375083923
24;0.8842517137527466;0.8846113681793213;0.37717127799987793;0.8909401893615723;0.8784180879592896;0.3285374641418457
25;0.8858770132064819;0.88608318567276;0.37641677260398865;0.8922529220581055;0.880035936832428;0.324841171503067
26;0.8617137670516968;0.8620595932006836;0.37687650322914124;0.8673123717308044;0.8569220304489136;0.4087676703929901
27;0.882148027420044;0.882430374622345;0.375755250453949;0.886217474937439;0.8787057399749756;0.36450013518333435
28;0.8883899450302124;0.8885862827301025;0.37700799107551575;0.8925688862800598;0.884671688079834;0.3677557110786438
29;0.8824857473373413;0.8827829360961914;0.38220080733299255;0.8855485916137695;0.8800750970840454;0.5184134244918823
30;0.8855895400047302;0.88591468334198;0.38015690445899963;0.8889855742454529;0.8828951120376587;0.4394594728946686
31;0.877038836479187;0.8773679733276367;0.3842028081417084;0.8795113563537598;0.8752740621566772;0.586042046546936
32;0.8229156732559204;0.8229779005050659;0.37828102707862854;0.8266711831092834;0.8193408250808716;0.6480562090873718
33;0.8896938562393188;0.8899386525154114;0.37823909521102905;0.8926892876625061;0.8872329592704773;0.41273242235183716
34;0.8805779218673706;0.8808658123016357;0.37907591462135315;0.8834604620933533;0.878314733505249;0.47025126218795776
35;0.8815102577209473;0.8818495869636536;0.37905555963516235;0.8847142457962036;0.8790319561958313;0.42436665296554565
36;0.8861873149871826;0.8865016102790833;0.3789442777633667;0.889342725276947;0.8837053775787354;0.4246015250682831
37;0.8383113145828247;0.8385066986083984;0.3771279454231262;0.8407619595527649;0.836274266242981;0.7207547426223755
38;0.8706684708595276;0.8708860278129578;0.377540647983551;0.8732506036758423;0.8685579895973206;0.5191100239753723
39;0.885483980178833;0.8857714533805847;0.38005781173706055;0.8879482746124268;0.8836305737495422;0.4803536832332611
40;0.8777011632919312;0.877926766872406;0.39785048365592957;0.8792539238929749;0.8766234517097473;0.6875737309455872
41;0.8935675621032715;0.8937467932701111;0.38406169414520264;0.8955001831054688;0.8920189142227173;0.47238072752952576
42;0.889741837978363;0.8900118470191956;0.3807431757450104;0.892177939414978;0.8878832459449768;0.43791502714157104
43;0.8748560547828674;0.8751065731048584;0.3802485764026642;0.8772402405738831;0.873006284236908;0.5133593082427979
44;0.8927408456802368;0.8929468393325806;0.3807430863380432;0.8946790099143982;0.8912458419799805;0.47155144810676575
45;0.8993106484413147;0.8995397686958313;0.3903423845767975;0.9010303616523743;0.8980653285980225;0.5048519968986511
46;0.8877891898155212;0.88800048828125;0.3854721784591675;0.8896839022636414;0.8863424062728882;0.46796754002571106
47;0.881729006767273;0.8819125890731812;0.38009899854660034;0.8836694955825806;0.8801777362823486;0.5189141631126404
48;0.8718794584274292;0.872041642665863;0.37928420305252075;0.8736963868141174;0.8704041242599487;0.5701000690460205
49;0.8858600854873657;0.8860397934913635;0.38255545496940613;0.8877270817756653;0.884373664855957;0.48599401116371155
50;0.8885241746902466;0.8887149691581726;0.3850417733192444;0.8900071382522583;0.88744056224823;0.5599268674850464
