epoch;accuracy;f1_score;iou;precision;recall;loss
1;0.7033950686454773;0.6859384775161743;0.377664715051651;0.7739714980125427;0.6161354780197144;0.7192900776863098
2;0.7252254486083984;0.697587788105011;0.381466805934906;0.8467987179756165;0.593360424041748;0.6799994111061096
3;0.7237200736999512;0.7034691572189331;0.3780432343482971;0.8191731572151184;0.6167176961898804;0.6701027750968933
4;0.7354453206062317;0.7248961329460144;0.37999433279037476;0.810511589050293;0.6558920741081238;0.6428973078727722
5;0.7364984154701233;0.725098192691803;0.38058483600616455;0.8078529834747314;0.6579256653785706;0.6464603543281555
6;0.7358434796333313;0.7196564078330994;0.37918469309806824;0.8144665360450745;0.6448198556900024;0.6537389755249023
7;0.7433462142944336;0.7320017218589783;0.3840474486351013;0.8247405886650085;0.6582780480384827;0.6212946176528931
8;0.7548577189445496;0.7469736337661743;0.37948542833328247;0.8201014995574951;0.6861041784286499;0.6057423949241638
9;0.7519963383674622;0.7477505803108215;0.37843015789985657;0.7981763482093811;0.7035604119300842;0.6077414155006409
10;0.7532427310943604;0.7465252876281738;0.3857915997505188;0.8244025707244873;0.6823375821113586;0.6005454063415527
11;0.7716957926750183;0.7595236897468567;0.38415855169296265;0.8447824120521545;0.690281093120575;0.5709797143936157
12;0.7676700353622437;0.7588443160057068;0.38279426097869873;0.8264177441596985;0.7017424702644348;0.5731684565544128
13;0.7785851359367371;0.7727773189544678;0.38126519322395325;0.8326709866523743;0.7212285399436951;0.5409322381019592
14;0.7855608463287354;0.7763803005218506;0.3838357925415039;0.8516238927841187;0.7137227058410645;0.5238076448440552
15;0.7887530326843262;0.7861575484275818;0.38203027844429016;0.8267587423324585;0.749641478061676;0.5114526152610779
